level,experience,job_title,median_salary,profile_count
Executive Level,20 years or more,Computer_Aided_Design_(CAD)_Manager,88007.08,160
Senior Level,10-19 years,Computer_Aided_Design_(CAD)_%26_Geographic_Information_Systems_(GIS)_Manager,51625.0,5
Junior Level,1-4 years,,25.91,5
Mid Level,5-9 years,,24.96,5
Senior Level,10-19 years,,25.68,3
Junior Level,1-4 years,,42500.0,5
Mid Level,5-9 years,,,5
Senior Level,10-19 years,Computer_Aided_Design_and_Drafting_(CADD)_%26_Geographic_Information_Systems_(GIS)_Specialist,51923.08,7
Executive Level,20 years or more,Computer_Aided_Design_and_Drafting_(CADD)_%26_Geographic_Information_Systems_(GIS)_Specialist,81558.72,7
Junior Level,1-4 years,,18.41,9
Mid Level,5-9 years,,20.5,10
Senior Level,10-19 years,,28.0,11
Executive Level,20 years or more,,26.5,11
Entry Level,Less than 1 year,Computer_Analyst,61671.6,14
Junior Level,1-4 years,Computer_Analyst,59616.33,23
Mid Level,5-9 years,Computer_Analyst,78050.59,16
Senior Level,10-19 years,Computer_Analyst,79085.64,23
Executive Level,20 years or more,Computer_Analyst,87076.86,17
Entry Level,Less than 1 year,,16.3,6
Junior Level,1-4 years,,16.77,41
Mid Level,5-9 years,,18.09,21
Senior Level,10-19 years,,18.31,24
Executive Level,20 years or more,,17.33,6
Entry Level,Less than 1 year,,15.64,6
Junior Level,1-4 years,,15.93,12
Mid Level,5-9 years,Computer_Help_Desk_Operator,18.88,8
Senior Level,10-19 years,,17.75,7
Executive Level,20 years or more,,21.0,5
Entry Level,Less than 1 year,,14.87,9
Junior Level,1-4 years,,14.75,24
Mid Level,5-9 years,,14.54,5
Senior Level,10-19 years,,21.5,5
Entry Level,Less than 1 year,,10.82,6
Junior Level,1-4 years,,12.82,22
Mid Level,5-9 years,,14.0,10
Senior Level,10-19 years,,14.83,14
Executive Level,20 years or more,,13.85,7
Junior Level,1-4 years,,11.41,6
Junior Level,1-4 years,Computer_Network_%2F_LAN_Analyst,25.0,8
Mid Level,5-9 years,Computer_Network_%2F_LAN_Analyst,,5
Senior Level,10-19 years,,30.97,9
Junior Level,1-4 years,Computer_Network_%2F_LAN_Specialist,55000.0,6
Mid Level,5-9 years,Computer_Network_%2F_LAN_Specialist,51298.94,11
Senior Level,10-19 years,Computer_Network_%2F_LAN_Specialist,64000.0,6
Executive Level,20 years or more,Computer_Network_%2F_LAN_Specialist,103000.0,5
Entry Level,Less than 1 year,,16.87,63
Junior Level,1-4 years,,18.97,519
Mid Level,5-9 years,,23.36,281
Senior Level,10-19 years,Computer_%2F_Network_Support_Technician,24.62,226
Executive Level,20 years or more,Computer_%2F_Network_Support_Technician,27.0,129
Junior Level,1-4 years,Computer_Operations_Manager,54500.0,6
Senior Level,10-19 years,Computer_Operations_Manager,78973.13,5
Executive Level,20 years or more,Computer_Operations_Manager,96327.7,12
Junior Level,1-4 years,Computer_Operations_Manager%2C_Data_Center,65003.14,7
Mid Level,5-9 years,Computer_Operations_Manager%2C_Data_Center,88470.65,7
Senior Level,10-19 years,Computer_Operations_Manager%2C_Data_Center,120263.4,14
Executive Level,20 years or more,Computer_Operations_Manager%2C_Data_Center,105717.03,9
Junior Level,1-4 years,Computer_Operations_Supervisor,53981.48,6
Mid Level,5-9 years,Computer_Operations_Supervisor,62288.27,5
Senior Level,10-19 years,Computer_Operations_Supervisor,64666.95,8
Executive Level,20 years or more,Computer_Operations_Supervisor,65000.0,19
Entry Level,Less than 1 year,Computer_Programmer,63687.15,232
Junior Level,1-4 years,Computer_Programmer,64889.52,526
Mid Level,5-9 years,Computer_Programmer,72604.69,190
Senior Level,10-19 years,Computer_Programmer,81982.33,215
Executive Level,20 years or more,Computer_Programmer,89365.51,147
Entry Level,Less than 1 year,Computer_Scientist,70799.16,106
Junior Level,1-4 years,Computer_Scientist,79798.25,234
Mid Level,5-9 years,Computer_Scientist,105795.42,117
Senior Level,10-19 years,Computer_Scientist,122787.49,59
Executive Level,20 years or more,Computer_Scientist,129441.5,57
Entry Level,Less than 1 year,Computer_Security_Specialist,56229.21,17
Junior Level,1-4 years,Computer_Security_Specialist,71215.54,25
Mid Level,5-9 years,Computer_Security_Specialist,85813.95,8
Senior Level,10-19 years,Computer_Security_Specialist,90000.0,10
Executive Level,20 years or more,Computer_Security_Specialist,111151.21,7
Junior Level,1-4 years,Computer_Services_Manager,78850.0,5
Senior Level,10-19 years,Computer_Services_Manager,84000.0,6
Executive Level,20 years or more,Computer_Services_Manager,57000.0,5
Entry Level,Less than 1 year,Computer_Software_Engineer,72517.67,15
Junior Level,1-4 years,Computer_Software_Engineer,76775.19,25
Mid Level,5-9 years,Computer_Software_Engineer,122448.98,26
Senior Level,10-19 years,Computer_Software_Engineer,86107.51,7
Executive Level,20 years or more,Computer_Software_Engineer,82000.0,5
Entry Level,Less than 1 year,Computer_Software_Engineer%2C_Applications,75469.0,31
Junior Level,1-4 years,Computer_Software_Engineer%2C_Applications,75742.19,51
Mid Level,5-9 years,Computer_Software_Engineer%2C_Applications,93641.29,24
Senior Level,10-19 years,Computer_Software_Engineer%2C_Applications,101255.34,18
Executive Level,20 years or more,Computer_Software_Engineer%2C_Applications,118853.86,11
Entry Level,Less than 1 year,Computer_Software_Engineer%2C_Systems_Software,70115.16,51
Junior Level,1-4 years,Computer_Software_Engineer%2C_Systems_Software,82511.82,35
Mid Level,5-9 years,Computer_Software_Engineer%2C_Systems_Software,99182.08,15
Senior Level,10-19 years,Computer_Software_Engineer%2C_Systems_Software,106993.75,43
Executive Level,20 years or more,Computer_Software_Engineer%2C_Systems_Software,121659.43,15
Entry Level,Less than 1 year,Computer_Specialist,40488.55,19
Junior Level,1-4 years,Computer_Specialist,48368.44,15
Mid Level,5-9 years,Computer_Specialist,71757.35,14
Senior Level,10-19 years,Computer_Specialist,62591.28,23
Executive Level,20 years or more,Computer_Specialist,67654.72,18
Entry Level,Less than 1 year,,17.28,12
Junior Level,1-4 years,,17.6,104
Mid Level,5-9 years,,24.12,48
Senior Level,10-19 years,Computer_Support_Specialist,25.91,49
Executive Level,20 years or more,Computer_Support_Specialist,25.28,28
Entry Level,Less than 1 year,,15.72,7
Junior Level,1-4 years,,18.74,33
Mid Level,5-9 years,,20.27,34
Senior Level,10-19 years,,25.43,21
Executive Level,20 years or more,Computer_Support_Technician,33.08,11
Entry Level,Less than 1 year,Computer_Systems_Analyst,60865.49,14
Junior Level,1-4 years,Computer_Systems_Analyst,69114.57,88
Mid Level,5-9 years,Computer_Systems_Analyst,78160.76,90
Senior Level,10-19 years,Computer_Systems_Analyst,83522.89,118
Executive Level,20 years or more,Computer_Systems_Analyst,81606.25,46
Entry Level,Less than 1 year,,15.87,25
Junior Level,1-4 years,,19.08,154
Mid Level,5-9 years,Computer_Technical_Support_Specialist,23.27,89
Senior Level,10-19 years,Computer_Technical_Support_Specialist,24.07,104
Executive Level,20 years or more,Computer_Technical_Support_Specialist,25.41,81
Entry Level,Less than 1 year,Computer_and_Information_Scientist%2C_Research,105476.74,8
Junior Level,1-4 years,Computer_and_Information_Scientist%2C_Research,90000.0,16
Mid Level,5-9 years,Computer_and_Information_Scientist%2C_Research,104058.86,12
Senior Level,10-19 years,Computer_and_Information_Scientist%2C_Research,149455.34,33
Executive Level,20 years or more,Computer_and_Information_Scientist%2C_Research,154100.0,6
Entry Level,Less than 1 year,Configuration_Analyst,57519.3,30
Junior Level,1-4 years,Configuration_Analyst,64875.84,219
Mid Level,5-9 years,Configuration_Analyst,75155.31,98
Senior Level,10-19 years,Configuration_Analyst,79223.4,56
Executive Level,20 years or more,Configuration_Analyst,88191.76,42
Entry Level,Less than 1 year,Configuration_Management_(CM)_Analyst,65314.45,15
Junior Level,1-4 years,Configuration_Management_(CM)_Analyst,65005.6,80
Mid Level,5-9 years,Configuration_Management_(CM)_Analyst,75359.67,48
Senior Level,10-19 years,Configuration_Management_(CM)_Analyst,86803.54,51
Executive Level,20 years or more,Configuration_Management_(CM)_Analyst,93573.05,49
Junior Level,1-4 years,Configuration_Management_(CM)_Manager,70174.9,20
Mid Level,5-9 years,Configuration_Management_(CM)_Manager,94000.91,20
Senior Level,10-19 years,Configuration_Management_(CM)_Manager,101885.52,20
Executive Level,20 years or more,Configuration_Management_(CM)_Manager,117761.81,18
Entry Level,Less than 1 year,Configuration_Management_(CM)_Specialist,47896.3,44
Junior Level,1-4 years,Configuration_Management_(CM)_Specialist,63348.63,79
Mid Level,5-9 years,Configuration_Management_(CM)_Specialist,70271.98,37
Senior Level,10-19 years,Configuration_Management_(CM)_Specialist,72455.49,56
Executive Level,20 years or more,Configuration_Management_(CM)_Specialist,85223.66,42
Entry Level,Less than 1 year,Configuration_Manager,76711.46,7
Junior Level,1-4 years,Configuration_Manager,81745.79,58
Mid Level,5-9 years,Configuration_Manager,94341.12,71
Senior Level,10-19 years,Configuration_Manager,100664.29,87
Executive Level,20 years or more,Configuration_Manager,124738.51,76
Junior Level,1-4 years,Configuration_Manager%2C_IT,65001.62,5
Mid Level,5-9 years,Configuration_Manager%2C_IT,70000.0,22
Senior Level,10-19 years,Configuration_Manager%2C_IT,93368.98,7
Executive Level,20 years or more,Configuration_Manager%2C_IT,112500.0,6
Entry Level,Less than 1 year,Configuration_Manager%2C_Software_%2F_Computer_Hardware,55000.0,5
Junior Level,1-4 years,Configuration_Manager%2C_Software_%2F_Computer_Hardware,58500.0,6
Mid Level,5-9 years,Configuration_Manager%2C_Software_%2F_Computer_Hardware,80501.09,25
Senior Level,10-19 years,Configuration_Manager%2C_Software_%2F_Computer_Hardware,111435.0,12
Executive Level,20 years or more,Configuration_Manager%2C_Software_%2F_Computer_Hardware,129973.78,8
Junior Level,1-4 years,Consulting_Software_Engineer,79900.0,12
Mid Level,5-9 years,Consulting_Software_Engineer,105476.74,10
Senior Level,10-19 years,Consulting_Software_Engineer,131355.01,27
Executive Level,20 years or more,Consulting_Software_Engineer,144911.74,17
Entry Level,Less than 1 year,,49008.22,23
Junior Level,1-4 years,Content_Analyst,60654.46,59
Mid Level,5-9 years,Content_Analyst,63364.69,14
Senior Level,10-19 years,Content_Analyst,58000.0,10
Entry Level,Less than 1 year,Content_Manager,49446.88,45
Junior Level,1-4 years,Content_Manager,59446.49,900
Mid Level,5-9 years,Content_Manager,69782.85,669
Senior Level,10-19 years,Content_Manager,80802.62,355
Executive Level,20 years or more,Content_Manager,81377.58,88
Mid Level,5-9 years,Cryptologist,69634.27,5
Entry Level,Less than 1 year,Crystal_Reports_Developer,49131.76,19
Junior Level,1-4 years,Crystal_Reports_Developer,67582.8,21
Mid Level,5-9 years,Crystal_Reports_Developer,69945.0,12
Senior Level,10-19 years,Crystal_Reports_Developer,80000.0,11
Executive Level,20 years or more,Crystal_Reports_Developer,83000.0,11
Entry Level,Less than 1 year,Customer_Relationship_Management_(CRM)_Administrator,53654.84,9
Junior Level,1-4 years,Customer_Relationship_Management_(CRM)_Administrator,56731.19,80
Mid Level,5-9 years,Customer_Relationship_Management_(CRM)_Administrator,68517.07,23
Senior Level,10-19 years,Customer_Relationship_Management_(CRM)_Administrator,87199.54,15
Executive Level,20 years or more,Customer_Relationship_Management_(CRM)_Administrator,56499.5,5
Junior Level,1-4 years,Customer_Relationship_Management_(CRM)_Application_Administrator,52292.46,14
Mid Level,5-9 years,Customer_Relationship_Management_(CRM)_Application_Administrator,64518.39,13
Senior Level,10-19 years,Customer_Relationship_Management_(CRM)_Application_Administrator,67000.0,7
Junior Level,1-4 years,Customer_Service_Scheduling_Analyst%2C_Call_Center,10.2,5
Junior Level,1-4 years,,15.58,17
Mid Level,5-9 years,Customer_Service_Traffic_and_Scheduling_Analyst%2C_Call_Center,15.03,5
Entry Level,Less than 1 year,Customer_Support_Engineer,62104.59,34
Junior Level,1-4 years,Customer_Support_Engineer,69595.48,192
Mid Level,5-9 years,Customer_Support_Engineer,78709.04,77
Senior Level,10-19 years,Customer_Support_Engineer,86656.44,41
Executive Level,20 years or more,Customer_Support_Engineer,86954.57,37
Entry Level,Less than 1 year,Cyber_Security_Analyst,69039.55,339
Junior Level,1-4 years,Cyber_Security_Analyst,76646.31,2053
Mid Level,5-9 years,Cyber_Security_Analyst,91814.89,862
Senior Level,10-19 years,Cyber_Security_Analyst,106804.72,422
Executive Level,20 years or more,Cyber_Security_Analyst,113118.25,183
Junior Level,1-4 years,Data_Administrator,56675.09,58
Mid Level,5-9 years,Data_Administrator,57931.03,32
Senior Level,10-19 years,Data_Administrator,55964.37,20
Executive Level,20 years or more,Data_Administrator,66000.0,11
Entry Level,Less than 1 year,Data_Architect,72742.64,16
Junior Level,1-4 years,Data_Architect,89892.97,138
Mid Level,5-9 years,Data_Architect,118339.91,220
Senior Level,10-19 years,Data_Architect,139590.7,436
Executive Level,20 years or more,Data_Architect,147574.62,258
Junior Level,1-4 years,Data_Center_Manager,75043.36,23
Mid Level,5-9 years,Data_Center_Manager,99430.27,50
Senior Level,10-19 years,Data_Center_Manager,101520.6,42
Executive Level,20 years or more,Data_Center_Manager,119399.61,57
Entry Level,Less than 1 year,,21.83,48
Junior Level,1-4 years,,24.93,317
Mid Level,5-9 years,,27.84,130
Senior Level,10-19 years,,31.44,70
Executive Level,20 years or more,Data_Center_Technician,32.47,48
Entry Level,Less than 1 year,Data_Consultant,67604.46,18
Junior Level,1-4 years,Data_Consultant,81914.49,102
Mid Level,5-9 years,Data_Consultant,103932.15,72
Senior Level,10-19 years,Data_Consultant,106654.58,37
Executive Level,20 years or more,Data_Consultant,112575.0,7
Entry Level,Less than 1 year,Data_Conversion_Analyst,57808.16,5
Junior Level,1-4 years,Data_Conversion_Analyst,58519.58,28
Mid Level,5-9 years,Data_Conversion_Analyst,63108.61,8
Senior Level,10-19 years,Data_Conversion_Analyst,75000.0,9
Executive Level,20 years or more,Data_Conversion_Analyst,80000.0,5
Entry Level,Less than 1 year,Data_Conversion_Specialist,44738.0,6
Junior Level,1-4 years,Data_Conversion_Specialist,59865.27,26
Mid Level,5-9 years,Data_Conversion_Specialist,59544.26,12
Senior Level,10-19 years,Data_Conversion_Specialist,63000.0,10
Executive Level,20 years or more,Data_Conversion_Specialist,65000.0,6
Entry Level,Less than 1 year,Data_Coordinator,43203.48,33
Junior Level,1-4 years,,46550.56,278
Mid Level,5-9 years,,49407.46,73
Senior Level,10-19 years,,52167.97,50
Executive Level,20 years or more,,50432.12,16
Entry Level,Less than 1 year,Data_Engineer,78387.07,442
Junior Level,1-4 years,Data_Engineer,90864.52,4025
Mid Level,5-9 years,Data_Engineer,110457.04,1531
Senior Level,10-19 years,Data_Engineer,122474.23,769
Executive Level,20 years or more,Data_Engineer,124101.1,210
Entry Level,Less than 1 year,Data_Integration_Analyst,50335.34,12
Junior Level,1-4 years,Data_Integration_Analyst,63529.2,129
Mid Level,5-9 years,Data_Integration_Analyst,81839.11,30
Senior Level,10-19 years,Data_Integration_Analyst,95611.41,21
Executive Level,20 years or more,Data_Integration_Analyst,91475.41,6
Entry Level,Less than 1 year,Data_Integrity_Analyst,50228.17,9
Junior Level,1-4 years,Data_Integrity_Analyst,63371.28,37
Mid Level,5-9 years,Data_Integrity_Analyst,61041.89,16
Senior Level,10-19 years,Data_Integrity_Analyst,62288.27,23
Executive Level,20 years or more,Data_Integrity_Analyst,53000.0,7
Entry Level,Less than 1 year,,15.72,9
Junior Level,1-4 years,,20.19,80
Mid Level,5-9 years,Data_Integrity_Specialist,21.61,35
Senior Level,10-19 years,Data_Integrity_Specialist,21.91,22
Executive Level,20 years or more,Data_Integrity_Specialist,20.88,20
Entry Level,Less than 1 year,Data_Management_Analyst,61397.52,24
Junior Level,1-4 years,Data_Management_Analyst,68660.98,117
Mid Level,5-9 years,Data_Management_Analyst,77614.33,94
Senior Level,10-19 years,Data_Management_Analyst,74789.94,22
Executive Level,20 years or more,Data_Management_Analyst,102500.0,7
Junior Level,1-4 years,Data_Management_Consultant,63937.5,11
Mid Level,5-9 years,Data_Management_Consultant,100990.1,10
Senior Level,10-19 years,Data_Management_Consultant,103684.57,8
Entry Level,Less than 1 year,Data_Management_Specialist,50730.35,31
Junior Level,1-4 years,Data_Management_Specialist,57403.46,283
Mid Level,5-9 years,Data_Management_Specialist,72050.34,129
Senior Level,10-19 years,Data_Management_Specialist,75103.06,89
Executive Level,20 years or more,Data_Management_Specialist,80000.0,46
Entry Level,Less than 1 year,Data_Manager,56806.43,45
Junior Level,1-4 years,Data_Manager,65638.19,683
Mid Level,5-9 years,Data_Manager,82499.65,460
Senior Level,10-19 years,Data_Manager,95968.44,296
Executive Level,20 years or more,Data_Manager,95699.42,114
Entry Level,Less than 1 year,Data_Mining_Analyst,55000.0,5
Junior Level,1-4 years,Data_Mining_Analyst,60000.0,8
Mid Level,5-9 years,Data_Mining_Analyst,52530.4,6
Entry Level,Less than 1 year,Data_Modeler,72679.08,10
Junior Level,1-4 years,Data_Modeler,83129.22,68
Mid Level,5-9 years,Data_Modeler,102582.34,42
Senior Level,10-19 years,Data_Modeler,110907.53,37
Executive Level,20 years or more,Data_Modeler,104852.68,17
Entry Level,Less than 1 year,Data_Scientist,86648.92,1313
Junior Level,1-4 years,Data_Scientist,98292.54,7597
Mid Level,5-9 years,Data_Scientist,113768.55,2459
Senior Level,10-19 years,Data_Scientist,125128.28,651
Executive Level,20 years or more,Data_Scientist,135899.94,138
Entry Level,Less than 1 year,Data_Scientist_%2F_Engineer,78564.92,12
Junior Level,1-4 years,Data_Scientist_%2F_Engineer,83211.73,46
Mid Level,5-9 years,Data_Scientist_%2F_Engineer,95000.0,16
Senior Level,10-19 years,Data_Scientist_%2F_Engineer,135000.0,11
Executive Level,20 years or more,Data_Scientist_%2F_Engineer,144260.78,8
Entry Level,Less than 1 year,Data_Scientist%2C_IT,64849.55,8
Junior Level,1-4 years,Data_Scientist%2C_IT,65502.71,13
Mid Level,5-9 years,Data_Scientist%2C_IT,118643.56,7
Senior Level,10-19 years,Data_Scientist%2C_IT,122083.78,9
Executive Level,20 years or more,Data_Scientist%2C_IT,142482.1,10
Junior Level,1-4 years,Data_Security_Administrator,52380.95,7
Mid Level,5-9 years,Data_Security_Administrator,83080.62,6
Executive Level,20 years or more,Data_Security_Administrator,114782.61,5
Entry Level,Less than 1 year,Data_Security_Analyst,58637.76,8
Junior Level,1-4 years,Data_Security_Analyst,68467.15,51
Mid Level,5-9 years,Data_Security_Analyst,86364.84,25
Senior Level,10-19 years,Data_Security_Analyst,83000.0,11
Executive Level,20 years or more,Data_Security_Analyst,80000.0,9
Junior Level,1-4 years,Data_Signal_Processing_(DSP)%2FFirmware_Engineer,100000.0,6
Mid Level,5-9 years,Data_Signal_Processing_(DSP)%2FFirmware_Engineer,100000.0,10
Senior Level,10-19 years,Data_Signal_Processing_(DSP)%2FFirmware_Engineer,119866.67,5
Junior Level,1-4 years,Data_Warehouse_Administrator,71898.51,13
Mid Level,5-9 years,Data_Warehouse_Administrator,85963.85,5
Executive Level,20 years or more,Data_Warehouse_Administrator,94000.86,3
Entry Level,Less than 1 year,Data_Warehouse_Analyst,59626.1,5
Junior Level,1-4 years,Data_Warehouse_Analyst,67348.16,33
Mid Level,5-9 years,Data_Warehouse_Analyst,90259.73,17
Senior Level,10-19 years,Data_Warehouse_Analyst,97500.0,11
Executive Level,20 years or more,Data_Warehouse_Analyst,99000.0,10
Junior Level,1-4 years,Data_Warehouse_Architect,90000.0,10
Mid Level,5-9 years,Data_Warehouse_Architect,102262.17,14
Senior Level,10-19 years,Data_Warehouse_Architect,126948.38,32
Executive Level,20 years or more,Data_Warehouse_Architect,123738.68,16
Entry Level,Less than 1 year,Data_Warehouse_Developer,61172.78,18
Junior Level,1-4 years,Data_Warehouse_Developer,79907.04,76
Mid Level,5-9 years,Data_Warehouse_Developer,101061.1,52
Senior Level,10-19 years,Data_Warehouse_Developer,103770.06,28
Executive Level,20 years or more,Data_Warehouse_Developer,106500.0,13
Junior Level,1-4 years,Data_Warehouse_Manager,98763.48,12
Mid Level,5-9 years,Data_Warehouse_Manager,112649.36,6
Senior Level,10-19 years,Data_Warehouse_Manager,127206.4,36
Executive Level,20 years or more,Data_Warehouse_Manager,142500.0,12
Junior Level,1-4 years,Database_Administration_(DBA)_Manager,73206.71,20
Mid Level,5-9 years,Database_Administration_(DBA)_Manager,94079.52,36
Senior Level,10-19 years,Database_Administration_(DBA)_Manager,107342.83,62
Executive Level,20 years or more,Database_Administration_(DBA)_Manager,129830.89,58
Entry Level,Less than 1 year,Database_Administrator_(DBA),60787.83,102
Junior Level,1-4 years,Database_Administrator_(DBA),67872.58,1021
Mid Level,5-9 years,Database_Administrator_(DBA),83758.38,734
Senior Level,10-19 years,Database_Administrator_(DBA),94144.16,516
Executive Level,20 years or more,Database_Administrator_(DBA),102120.2,321
Entry Level,Less than 1 year,Database_Analyst,53809.31,31
Junior Level,1-4 years,Database_Analyst,59857.46,95
Mid Level,5-9 years,Database_Analyst,74324.69,66
Senior Level,10-19 years,Database_Analyst,80795.63,39
Executive Level,20 years or more,Database_Analyst,88880.83,19
Entry Level,Less than 1 year,Database_Analyst%2FProgrammer,48979.59,10
Junior Level,1-4 years,Database_Analyst%2FProgrammer,56193.11,14
Mid Level,5-9 years,Database_Analyst%2FProgrammer,77419.35,29
Senior Level,10-19 years,Database_Analyst%2FProgrammer,90631.72,22
Executive Level,20 years or more,Database_Analyst%2FProgrammer,93900.16,20
Junior Level,1-4 years,Database_Architect,84567.74,16
Mid Level,5-9 years,Database_Architect,103990.38,31
Senior Level,10-19 years,Database_Architect,129302.28,48
Executive Level,20 years or more,Database_Architect,142941.76,67
Entry Level,Less than 1 year,Database_Coordinator,17.35,14
Junior Level,1-4 years,Database_Coordinator,18.6,92
Mid Level,5-9 years,Database_Coordinator,20.36,47
Senior Level,10-19 years,Database_Coordinator,22.63,20
Executive Level,20 years or more,,21.51,17
Junior Level,1-4 years,Database_Design_Administrator,70000.0,3
Senior Level,10-19 years,Database_Design_Administrator,70000.0,3
Entry Level,Less than 1 year,Database_Developer,65370.25,17
Junior Level,1-4 years,Database_Developer,72674.29,204
Mid Level,5-9 years,Database_Developer,90424.19,171
Senior Level,10-19 years,Database_Developer,106024.22,98
Executive Level,20 years or more,Database_Developer,107950.26,60
Entry Level,Less than 1 year,Database_Engineer,61978.61,12
Junior Level,1-4 years,Database_Engineer,79297.6,106
Mid Level,5-9 years,Database_Engineer,99477.32,72
Senior Level,10-19 years,Database_Engineer,124049.71,40
Executive Level,20 years or more,Database_Engineer,117841.13,26
Entry Level,Less than 1 year,Database_Manager,50615.23,12
Junior Level,1-4 years,Database_Manager,54277.58,163
Mid Level,5-9 years,Database_Manager,61201.19,130
Senior Level,10-19 years,Database_Manager,73035.64,127
Executive Level,20 years or more,Database_Manager,111881.57,90
Entry Level,Less than 1 year,Desktop_Support_Manager,56075.8,5
Junior Level,1-4 years,Desktop_Support_Manager,71296.06,27
Mid Level,5-9 years,Desktop_Support_Manager,76374.92,52
Senior Level,10-19 years,Desktop_Support_Manager,86017.37,94
Executive Level,20 years or more,Desktop_Support_Manager,87214.29,48
Entry Level,Less than 1 year,,18.89,20
Junior Level,1-4 years,,21.49,286
Mid Level,5-9 years,Desktop_Support_Specialist,25.26,196
Senior Level,10-19 years,Desktop_Support_Specialist,26.52,175
Executive Level,20 years or more,,28.86,107
Entry Level,Less than 1 year,Development_Operations_(DevOps)_Engineer,78632.36,131
Junior Level,1-4 years,Development_Operations_(DevOps)_Engineer,94504.15,1890
Mid Level,5-9 years,Development_Operations_(DevOps)_Engineer,115974.95,1292
Senior Level,10-19 years,Development_Operations_(DevOps)_Engineer,130042.1,746
Executive Level,20 years or more,Development_Operations_(DevOps)_Engineer,137061.08,226
Mid Level,5-9 years,Development_Operations_(DevOps)_Engineering_Manager,106608.47,5
Senior Level,10-19 years,Development_Operations_(DevOps)_Engineering_Manager,145456.65,13
Executive Level,20 years or more,Development_Operations_(DevOps)_Engineering_Manager,146073.71,8
Junior Level,1-4 years,Development_Operations_(DevOps)_Manager,109944.32,23
Mid Level,5-9 years,Development_Operations_(DevOps)_Manager,119371.42,24
Senior Level,10-19 years,Development_Operations_(DevOps)_Manager,138468.36,37
Executive Level,20 years or more,Development_Operations_(DevOps)_Manager,140175.5,15
Entry Level,Less than 1 year,Digital_Producer,40238.54,30
Junior Level,1-4 years,Digital_Producer,60066.84,423
Mid Level,5-9 years,Digital_Producer,76522.39,314
Senior Level,10-19 years,Digital_Producer,78344.61,138
Executive Level,20 years or more,Digital_Producer,69031.0,25
Entry Level,Less than 1 year,Digital_Strategist,45975.65,15
Junior Level,1-4 years,Digital_Strategist,61839.0,711
Mid Level,5-9 years,Digital_Strategist,73725.57,456
Senior Level,10-19 years,Digital_Strategist,94746.91,257
Executive Level,20 years or more,Digital_Strategist,103841.51,53
Senior Level,10-19 years,Director%2C_Computer_Operations,77500.0,4
Executive Level,20 years or more,Director%2C_Computer_Operations,126000.0,3
Entry Level,Less than 1 year,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,60000.0,6
Junior Level,1-4 years,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,124775.11,7
Mid Level,5-9 years,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,146540.32,31
Senior Level,10-19 years,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,153300.18,113
Executive Level,20 years or more,Director%2C_Computing%2FNetworking%2FInformation_Technology_(IT)_Security,158684.05,109
Entry Level,Less than 1 year,Director_of_Analytics,105819.36,7
Junior Level,1-4 years,Director_of_Analytics,106694.67,198
Mid Level,5-9 years,Director_of_Analytics,127903.41,636
Senior Level,10-19 years,Director_of_Analytics,145299.08,898
Executive Level,20 years or more,Director_of_Analytics,152969.4,222
Junior Level,1-4 years,Director_of_Applications,102064.08,16
Mid Level,5-9 years,Director_of_Applications,120664.17,29
Senior Level,10-19 years,Director_of_Applications,144474.34,94
Executive Level,20 years or more,Director_of_Applications,152291.68,75
