state,city,job_title,median_salary,profile_count
 Alabama,Birmingham,,17.7,9
 Rhode Island,Warwick,,13.53,9
 Pennsylvania,Greensburg,,13.84,9
 Tennessee,Chattanooga,Help_Desk_Technician,,9
 South Carolina,Greenville,,14.5,9
 Ohio,Toledo,,14.25,9
 Nevada,Reno,,17.62,9
 Maryland,Rockville,Help_Desk_Technician,23.68,9
 New Jersey,Newark,,15.04,8
 Missouri,Springfield,Help_Desk_Technician,13.72,8
 Virginia,Virginia Beach,,18.0,8
 California,Corona,,17.56,8
 Virginia,Lynchburg,Help_Desk_Technician,9.88,8
 California,Ontario,,13.37,8
 Georgia,Decatur,Help_Desk_Technician,,8
 Tennessee,Memphis,,16.0,8
 Michigan,Southfield,,16.5,8
 Michigan,Bloomfield Hills,,14.83,8
 Maryland,Annapolis,Help_Desk_Technician,21.7,8
 Maryland,Glen Burnie,,20.0,8
 Indiana,Fort Wayne,,15.0,8
 Indiana,Evansville,,14.69,8
 Illinois,Peoria,,17.54,8
 Florida,Naples,Help_Desk_Technician,,8
 Florida,New Port Richey,,12.64,8
 California,Santa Cruz,,20.76,8
 California,Fresno,,18.67,7
 Texas,Lubbock,,17.34,7
 Texas,Frisco,,,7
 Kentucky,Lexington,Help_Desk_Technician,17.6,7
 Virginia,Newport News,,16.25,7
 Maine,Portland,,17.42,7
 Louisiana,Shreveport,Help_Desk_Technician,20.05,7
 Minnesota,Alexandria,,16.35,7
 New York,Albany,Help_Desk_Technician,19.79,7
 New Jersey,Parsippany,Help_Desk_Technician,16.42,7
 Oklahoma,Tulsa,,15.44,7
 Pennsylvania,Harrisburg,Help_Desk_Technician,20.66,7
 Utah,Provo,,15.04,7
 Georgia,Duluth,Help_Desk_Technician,21.0,7
 Georgia,Gainesville,,19.25,7
 Colorado,Broomfield,,18.49,7
 California,Newport Beach,,19.4,7
 Washington,Kennewick,,20.34,7
 Pennsylvania,Lancaster,,17.58,7
 Ohio,Youngstown,,10.0,7
 Florida,Melbourne,,18.37,7
 Florida,Fort Myers,,13.17,7
 Florida,Florida,,16.82,7
 California,Costa Mesa,Help_Desk_Technician,17.49,7
 Virginia,Quantico,Help_Desk_Technician,,7
 Massachusetts,Worcester,,20.25,7
 Florida,West Palm Beach,Help_Desk_Technician,18.36,7
 Alabama,Mobile,,13.44,7
 Georgia,Savannah,,15.32,6
 California,Watsonville,,23.31,6
 Massachusetts,Pittsfield,,15.9,6
 New York,Brooklyn,Help_Desk_Technician,27.26,6
 Virginia,Springfield,Help_Desk_Technician,,6
 South Carolina,Spartanburg,,19.77,6
 Pennsylvania,York,,16.0,6
 California,Carlsbad,,16.83,6
 Washington,Vancouver,,24.32,6
 Washington,Bothell,Help_Desk_Technician,23.25,6
 Washington,Bellingham,,18.59,6
 Vermont,Burlington,Help_Desk_Technician,20.42,6
 Texas,Spring,Help_Desk_Technician,,6
 Oregon,Hillsboro,,15.8,6
 South Carolina,Charleston,Help_Desk_Technician,,6
 Kansas,Overland Park,Help_Desk_Technician,23.0,6
 Virginia,Tysons Corner,Help_Desk_Technician,21.35,6
 Wisconsin,Green Bay,,14.48,6
 Wisconsin,La Crosse,Help_Desk_Technician,11.84,6
 California,Salinas,,22.5,6
 California,Rancho Cucamonga,,17.18,6
 California,Burbank,,16.48,6
 Florida,Gainesville,,15.0,6
 Maryland,Gaithersburg,Help_Desk_Technician,21.86,6
 New Jersey,Jersey City,Help_Desk_Technician,,6
 Oklahoma,Ada,,14.98,6
 Texas,Arlington,,13.02,6
 Minnesota,Burnsville,,20.88,6
 New Hampshire,Manchester,,17.66,6
 New York,Buffalo,Help_Desk_Technician,15.72,6
 New York,Hauppauge,,14.91,6
 North Carolina,Greensboro,,16.48,6
 North Dakota,Grand Forks,Help_Desk_Technician,,6
 Massachusetts,Cambridge,Help_Desk_Technician,18.5,6
 New York,Rochester,,16.38,6
 New Jersey,Cherry Hill,Help_Desk_Technician,,6
 Maryland,Frederick,Help_Desk_Technician,15.03,6
 Maryland,Lanham,,19.65,6
 Washington,Tacoma,,,6
 Washington,Lynnwood,,16.93,6
 Washington,Everett,,20.29,6
 Texas,Victoria,,13.0,6
 Iowa,Waterloo,,18.05,6
 Illinois,Schaumburg,,18.0,6
 Utah,Ogden,,18.25,6
 North Carolina,Wilmington,Help_Desk_Technician,18.5,6
 California,Modesto,,19.0,6
 California,Orange,,22.25,6
 California,Santa Ana,,15.36,6
 California,Santa Barbara,,18.75,6
 Arizona,Mesa,Help_Desk_Technician,15.0,6
 Arizona,Scottsdale,,17.18,6
 Utah,Sandy,,21.55,6
 Florida,Pensacola,Help_Desk_Technician,20.43,6
 Florida,Pompano Beach,,17.0,5
 Florida,Sarasota,,15.45,5
 Florida,St. Petersburg,,17.58,5
 Florida,Tallahassee,,11.0,5
 Illinois,Aurora,Help_Desk_Technician,,5
 California,Temecula,,17.0,5
 California,Valencia,,20.0,5
 Connecticut,Thomaston,,21.71,5
 California,El Segundo,Help_Desk_Technician,,5
 North Carolina,Raleigh-Durham,,16.5,5
 California,Redwood City,Help_Desk_Technician,35.49,5
 Washington,Olympia,,16.65,5
 Wisconsin,Appleton,,16.87,5
 Utah,Logan,,11.0,5
 Tennessee,Knoxville,,21.0,5
 Tennessee,Kingsport,,12.8,5
 Georgia,Marietta,,13.52,5
 Connecticut,New Haven,,14.0,5
 Minnesota,Saint Paul,,20.29,5
 Maryland,Maryland,Help_Desk_Technician,,5
 New Jersey,Elizabeth,,14.5,5
 New Jersey,Lakewood,Help_Desk_Technician,,5
 Massachusetts,Lowell,,21.76,5
 Massachusetts,Waltham,,18.0,5
 Idaho,Sandpoint,,18.0,5
 Indiana,Elkhart,Help_Desk_Technician,14.5,5
 Indiana,Warsaw,,11.09,5
 Kentucky,Fort Knox,,19.0,5
 Kansas,Topeka,,16.0,5
 Kansas,Manhattan,,13.5,5
 Kansas,Kansas City,,17.97,5
 Texas,Temple,Help_Desk_Technician,,5
 Utah,Orem,,12.51,5
 Virginia,Fredericksburg,Help_Desk_Technician,18.5,5
 Washington,Yakima,,20.0,5
 Washington,Washington,,19.0,5
 Georgia,Columbus,Help_Desk_Technician,,5
 Maryland,Hanover,,23.0,5
 Louisiana,Ruston,,8.17,5
 Michigan,Auburn Hills,Help_Desk_Technician,17.0,5
 Michigan,Rochester Hills,Help_Desk_Technician,,5
 Michigan,Pontiac,,13.25,5
 Massachusetts,Lynn,,13.0,5
 Massachusetts,Georgetown,,16.73,5
 New Hampshire,Nashua,,16.7,5
 Minnesota,Duluth,,16.0,5
 North Carolina,Cary,Help_Desk_Technician,17.5,5
 North Carolina,Asheville,,15.15,5
 New Jersey,Burlington,Help_Desk_Technician,,5
 Ohio,Cuyahoga Falls,,14.95,5
 New Hampshire,Plaistow,,14.0,5
 Minnesota,Eden Prairie,,14.24,5
 Minnesota,Rochester,Help_Desk_Technician,16.12,5
 Missouri,Columbia,Help_Desk_Technician,,5
 Virginia,Ashburn,Help_Desk_Technician,20.0,5
 Texas,Waco,,15.34,5
 Texas,College Station,,11.86,5
 Maryland,Germantown,Help_Desk_Technician,,5
 Maryland,Largo,Help_Desk_Technician,,5
 Maryland,Odenton,Help_Desk_Technician,,5
 Maryland,Silver Spring,Help_Desk_Technician,17.0,5
 Massachusetts,Brighton,,22.96,5
 Illinois,Naperville,,20.97,5
 Illinois,Northbrook,Help_Desk_Technician,18.75,5
 Michigan,Kalamazoo,Help_Desk_Technician,17.0,5
 Idaho,Coeur d'Alene,,13.91,5
 Louisiana,Lafayette,Help_Desk_Technician,,5
 Maine,Bangor,Help_Desk_Technician,17.67,5
 Georgia,Alpharetta,,10.17,5
 Florida,Daytona Beach,,15.17,5
 Connecticut,Milford,,21.75,5
 California,Aliso Viejo,Help_Desk_Technician,17.0,5
 Alabama,Dothan,,14.0,5
 California,Pleasanton,,25.0,5
 California,San Marcos,,19.85,5
 California,Glendale,,19.0,5
 California,Gardena,Help_Desk_Technician,17.37,5
 California,San Bernardino,,27.5,5
 Colorado,Aurora,,18.59,5
 Washington,Redmond,,20.35,5
 Virginia,Hampton,Help_Desk_Technician,,5
 Virginia,Herndon,Help_Desk_Technician,20.99,5
 Iowa,Davenport,,15.0,5
 Florida,Clearwater,,23.31,5
 Oregon,Beaverton,Help_Desk_Technician,16.48,5
 Pennsylvania,Allentown,Help_Desk_Technician,,5
 North Dakota,Fargo,,18.0,5
 Tennessee,Johnson City,,12.2,5
 California,Compton,,24.0,5
 California,Chico,,15.26,5
 Oregon,Eugene,,16.93,5
 Arizona,Tempe,,15.25,5
 Georgia,Norcross,Help_Desk_Technician,,5
 New Hampshire,Portsmouth,Help_Desk_Technician,22.06,4
 Nebraska,Lincoln,,12.34,4
 New Jersey,Edison,,14.52,4
 Montana,Bozeman,,19.1,4
 Georgia,Athens,,13.48,4
 California,Palo Alto,Help_Desk_Technician,28.27,4
 California,Oakland,Help_Desk_Technician,25.5,4
 Delaware,Wilmington,,14.0,4
 Florida,Ocala,,13.0,4
 Minnesota,Plymouth,Help_Desk_Technician,25.87,3
 Iowa,Iowa City,,14.0,3
 Minnesota,Bloomington,,19.84,3
 Tennessee,Clarksville,,15.13,3
 Pennsylvania,Erie,,13.0,3
 Utah,Lindon,Help_Desk_Technician,,2
 Illinois,Chicago,Human_Resources_Information_Systems_Specialist_(HRIS),76308.15,16
 Georgia,Atlanta,Human_Resources_Information_Systems_Specialist_(HRIS),57577.75,12
 New York,New York,Human_Resources_Information_Systems_Specialist_(HRIS),56479.33,12
 Florida,Orlando,,70000.0,9
 Texas,Houston,Human_Resources_Information_Systems_Specialist_(HRIS),65000.0,9
 Pennsylvania,Philadelphia,Human_Resources_Information_Systems_Specialist_(HRIS),71000.0,8
 California,Los Angeles,,,8
 Ohio,Cincinnati,Human_Resources_Information_Systems_Specialist_(HRIS),55500.0,8
 Wisconsin,Milwaukee,Human_Resources_Information_Systems_Specialist_(HRIS),50921.57,7
 North Carolina,Raleigh,Human_Resources_Information_Systems_Specialist_(HRIS),50868.24,6
 Tennessee,Nashville,Human_Resources_Information_Systems_Specialist_(HRIS),60500.0,6
 Texas,Dallas,Human_Resources_Information_Systems_Specialist_(HRIS),59000.0,6
 Missouri,St. Louis,Human_Resources_Information_Systems_Specialist_(HRIS),53476.88,6
 Maryland,Baltimore,Human_Resources_Information_Systems_Specialist_(HRIS),64624.53,6
 Colorado,Denver,Human_Resources_Information_Systems_Specialist_(HRIS),52071.91,6
 District of Columbia,Washington,Human_Resources_Information_Systems_Specialist_(HRIS),66150.0,5
 California,San Diego,,46750.0,5
 California,Irvine,,,5
 Indiana,Indianapolis,Human_Resources_Information_Systems_Specialist_(HRIS),40694.59,5
 Massachusetts,Boston,Human_Resources_Information_Systems_Specialist_(HRIS),51298.25,5
 Minnesota,Minneapolis,Human_Resources_Information_Systems_Specialist_(HRIS),75986.84,5
 Pennsylvania,Lancaster,,,5
 North Carolina,Charlotte,Human_Resources_Information_Systems_Specialist_(HRIS),78000.0,5
 Utah,Salt Lake City,,,5
 Texas,Dallas,Identity_and_Access_Management_(IAM)_Analyst,61250.0,10
 Kentucky,Louisville,Identity_and_Access_Management_(IAM)_Analyst,45485.34,10
 Florida,Lake Worth,Identity_and_Access_Management_(IAM)_Analyst,89000.0,8
 New York,New York,Identity_and_Access_Management_(IAM)_Analyst,122000.0,7
 Illinois,Chicago,Identity_and_Access_Management_(IAM)_Analyst,60934.43,6
 Indiana,Indianapolis,Identity_and_Access_Management_(IAM)_Analyst,77496.77,6
 Massachusetts,Boston,Identity_and_Access_Management_(IAM)_Analyst,81370.0,6
 Georgia,Atlanta,Identity_and_Access_Management_(IAM)_Analyst,82250.0,5
 Florida,Jacksonville,Identity_and_Access_Management_(IAM)_Analyst,73639.59,5
 Arizona,Phoenix,Identity_and_Access_Management_(IAM)_Analyst,77000.0,5
 Michigan,Detroit,Identity_and_Access_Management_(IAM)_Analyst,79500.0,5
 Louisiana,Baton Rouge,,,5
 Ohio,Columbus,Identity_and_Access_Management_(IAM)_Analyst,73333.33,5
 Missouri,St. Louis,Identity_and_Access_Management_(IAM)_Analyst,54937.7,5
 Arizona,Phoenix,Identity_and_Access_Management_(IAM)_Engineer,99261.27,6
 New York,New York,Implementation_Manager,101689.69,99
 California,San Francisco,Implementation_Manager,107655.3,75
 Georgia,Atlanta,Implementation_Manager,77675.72,64
 Illinois,Chicago,Implementation_Manager,81694.82,63
 Massachusetts,Boston,Implementation_Manager,79511.54,60
 Texas,Austin,Implementation_Manager,83017.97,60
 Colorado,Denver,Implementation_Manager,81951.22,41
 California,Los Angeles,Implementation_Manager,85000.03,39
 Washington,Seattle,Implementation_Manager,77999.17,39
 California,San Diego,Implementation_Manager,79082.56,34
 Minnesota,Minneapolis,Implementation_Manager,79205.08,31
 Pennsylvania,Philadelphia,Implementation_Manager,85174.65,31
 Florida,Orlando,Implementation_Manager,65546.83,29
 Texas,Houston,Implementation_Manager,78621.29,26
 North Carolina,Charlotte,Implementation_Manager,76987.01,25
 Texas,Dallas,Implementation_Manager,88832.68,24
 Oregon,Portland,Implementation_Manager,64624.27,23
 Indiana,Indianapolis,Implementation_Manager,74310.14,23
 Arizona,Phoenix,Implementation_Manager,72540.8,19
 Florida,Tampa,Implementation_Manager,107815.34,16
 Ohio,Columbus,Implementation_Manager,75075.69,16
 Texas,San Antonio,Implementation_Manager,85000.0,15
 Alabama,Birmingham,Implementation_Manager,61277.16,14
 District of Columbia,Washington,Implementation_Manager,87352.18,13
 Ohio,Cleveland,Implementation_Manager,87219.02,13
 New York,Buffalo,Implementation_Manager,60173.91,13
 Tennessee,Nashville,Implementation_Manager,82677.92,13
 Wisconsin,Madison,Implementation_Manager,84557.48,13
 Wisconsin,Milwaukee,Implementation_Manager,84709.51,13
 Ohio,Cincinnati,Implementation_Manager,78733.3,12
 Pennsylvania,Pittsburgh,Implementation_Manager,85333.81,12
 Massachusetts,Cambridge,Implementation_Manager,65001.62,11
 Maine,Portland,Implementation_Manager,57808.16,9
 Florida,Miami,Implementation_Manager,80877.36,9
 Utah,Salt Lake City,Implementation_Manager,65404.97,9
 North Carolina,Raleigh,Implementation_Manager,75000.0,9
 Nebraska,Omaha,Implementation_Manager,76422.06,9
 Missouri,St. Louis,Implementation_Manager,64403.1,9
 Virginia,Arlington,Implementation_Manager,80000.0,8
 Florida,Boca Raton,Implementation_Manager,47340.86,8
 Colorado,Fort Collins,Implementation_Manager,59925.35,7
 California,Bakersfield,Implementation_Manager,59007.16,7
 California,El Segundo,Implementation_Manager,100000.0,7
 California,Irvine,Implementation_Manager,67193.25,7
 Maryland,Rockville,Implementation_Manager,100000.0,7
 South Carolina,Greenville,Implementation_Manager,70000.0,7
 Michigan,Ann Arbor,Implementation_Manager,86428.24,7
 New York,Albany,Implementation_Manager,69320.12,7
 North Carolina,Fuquay-Varina,Implementation_Manager,65151.68,7
 Texas,Plano,Implementation_Manager,109000.0,7
 North Carolina,Cary,Implementation_Manager,57320.0,6
 Nebraska,Lincoln,Implementation_Manager,56520.66,6
 Nevada,Las Vegas,Implementation_Manager,75000.0,6
 Tennessee,Chattanooga,Implementation_Manager,71590.51,6
 Maryland,Baltimore,Implementation_Manager,110846.16,6
 Missouri,Kansas City,Implementation_Manager,75000.0,6
 Florida,Jacksonville,Implementation_Manager,88400.0,6
 Kentucky,Louisville,Implementation_Manager,61500.0,6
 Idaho,Boise,Implementation_Manager,57345.63,6
 Arizona,Tempe,Implementation_Manager,80000.0,6
 California,Santa Monica,,80000.0,6
 Colorado,Broomfield,Implementation_Manager,76500.0,5
 California,San Jose,Implementation_Manager,85000.0,5
 California,Santa Barbara,Implementation_Manager,75304.18,5
 Connecticut,Hartford,Implementation_Manager,73500.0,5
 Florida,Fort Lauderdale,Implementation_Manager,66496.24,5
 Arizona,Scottsdale,Implementation_Manager,105000.0,5
 California,Mountain View,Implementation_Manager,95000.0,5
 California,Sacramento,Implementation_Manager,82500.0,5
 Georgia,Alpharetta,Implementation_Manager,79000.0,5
 Massachusetts,Waltham,Implementation_Manager,75000.0,5
 Maryland,Columbia,Implementation_Manager,66947.55,5
 Rhode Island,Providence,Implementation_Manager,67500.0,5
 Oregon,Eugene,Implementation_Manager,64000.0,5
 Virginia,Norfolk,Implementation_Manager,70000.0,5
 Virginia,Richmond,Implementation_Manager,69634.27,5
 Texas,Irving,,59394.96,5
 New Jersey,Jersey City,Implementation_Manager,88474.41,5
 New York,Rochester,Implementation_Manager,85000.0,5
 Washington,Vancouver,Implementation_Manager,80546.24,5
 New Jersey,Parsippany,Implementation_Manager,67654.76,3
 Minnesota,Minneapolis,Implementation_Manager%2C_IT,92500.0,8
 New York,New York,Implementation_Manager%2C_IT,109000.0,8
 Texas,Dallas,Implementation_Manager%2C_IT,103846.15,7
 Georgia,Atlanta,Implementation_Manager%2C_IT,100649.98,7
 Illinois,Chicago,Implementation_Manager%2C_IT,78610.81,5
 Massachusetts,Boston,Implementation_Manager%2C_IT,79354.46,5
 Nevada,Las Vegas,Implementation_Manager%2C_IT,80000.0,5
 Washington,Seattle,Implementation_Manager%2C_IT,70000.0,5
 Texas,Austin,Implementation_Manager%2C_IT,89196.26,5
 Colorado,Denver,Implementation_Manager%2C_IT,80000.0,4
 New York,New York,Informatica_Developer,91000.0,10
 Georgia,Atlanta,Informatica_Developer,81389.19,9
 Texas,Dallas,Informatica_Developer,85000.0,7
 Arizona,Phoenix,Informatica_Developer,68985.51,6
 North Carolina,Charlotte,Informatica_Developer,97500.0,6
 California,San Francisco,Informatica_Developer,113909.0,6
 Colorado,Denver,Informatica_Developer,83473.05,5
 Florida,Tampa,Informatica_Developer,50000.0,5
 Pennsylvania,Mechanicsburg,Informatica_Developer,74000.0,5
 Illinois,Bloomington,Informatica_Developer,73697.64,5
 Indiana,Indianapolis,,73469.39,5
 Maryland,Baltimore,Informatica_Developer,65000.0,5
 Ohio,Cincinnati,,,5
 Florida,Miami,Informatica_Developer,110000.0,5
 Texas,Houston,Informatica_Developer,107441.86,5
 Washington,Seattle,Informatica_Developer,101500.0,5
 California,Los Angeles,Informatica_Developer,100952.93,5
 Texas,Austin,Informatica_Developer,63000.0,4
 District of Columbia,Washington,Informatica_Developer,86358.38,4
 Illinois,Chicago,Informatica_Developer,68981.58,4
 Pennsylvania,Philadelphia,Informatics_Nurse,72293.36,13
 Pennsylvania,Pittsburgh,Informatics_Nurse,88950.27,9
 Maryland,Baltimore,Informatics_Nurse,79116.13,9
 South Carolina,Columbia,Informatics_Nurse,78610.81,7
 Kentucky,Louisville,Informatics_Nurse,83635.88,7
 Oregon,Portland,Informatics_Nurse,83988.1,6
 Texas,Dallas,Informatics_Nurse,120000.0,6
 Texas,Houston,Informatics_Nurse,81389.19,6
 Wisconsin,Milwaukee,Informatics_Nurse,80000.0,5
 Missouri,Kansas City,Informatics_Nurse,60500.0,5
 New York,New York,Informatics_Nurse,95500.0,5
 North Carolina,Charlotte,Informatics_Nurse,72404.02,5
 Ohio,Columbus,Informatics_Nurse,78885.54,5
 Florida,Tampa,Informatics_Nurse,80400.0,5
 Georgia,Atlanta,Informatics_Nurse,72360.25,5
 Idaho,Boise,Informatics_Nurse,70000.0,5
 Illinois,Chicago,Informatics_Nurse,99074.04,5
 Indiana,Indianapolis,Informatics_Nurse,66000.0,5
 Florida,Florida,,,3
 Washington,Seattle,Information_Architect,77158.56,13
 District of Columbia,Washington,Information_Architect,110000.0,11
 Texas,Austin,Information_Architect,107500.0,10
 Minnesota,Minneapolis,Information_Architect,126318.99,10
 Ohio,Columbus,Information_Architect,100000.0,7
 Georgia,Atlanta,Information_Architect,95772.21,7
 Illinois,Chicago,Information_Architect,115000.0,6
 Colorado,Denver,Information_Architect,92000.0,6
 New York,New York,Information_Architect,90000.0,6
 Texas,Dallas,Information_Architect,75075.69,6
 Wisconsin,Milwaukee,Information_Architect,88000.0,5
 California,San Francisco,Information_Architect,101736.48,5
 Florida,Jacksonville,Information_Architect,76000.0,5
 Massachusetts,Boston,Information_Architect,130176.47,5
 Michigan,Detroit,Information_Architect,63859.76,5
 Florida,Orlando,Information_Architect,127750.0,4
 Pennsylvania,Pittsburgh,Information_Architect,112850.0,2
 District of Columbia,Washington,Information_Assurance_Analyst,92002.39,15
 Arizona,Tucson,Information_Assurance_Analyst,65000.0,10
 Colorado,Colorado Springs,Information_Assurance_Analyst,77341.94,8
 Hawaii,Honolulu,Information_Assurance_Analyst,106823.31,8
 Texas,San Antonio,Information_Assurance_Analyst,72000.0,8
 Virginia,Arlington,Information_Assurance_Analyst,91421.66,8
 Virginia,Norfolk,Information_Assurance_Analyst,80500.0,7
 Maryland,Lexington Park,Information_Assurance_Analyst,77500.0,7
 California,San Diego,Information_Assurance_Analyst,81500.0,7
 Georgia,Atlanta,Information_Assurance_Analyst,66819.19,7
 Florida,Tampa,Information_Assurance_Analyst,92357.79,6
 Alabama,Huntsville,Information_Assurance_Analyst,57696.97,6
 Illinois,Chicago,Information_Assurance_Analyst,61966.16,6
 Maryland,Bethesda,Information_Assurance_Analyst,106421.05,6
 Nebraska,Omaha,Information_Assurance_Analyst,74463.26,5
 New York,Rome,Information_Assurance_Analyst,57808.16,5
 Virginia,Richmond,Information_Assurance_Analyst,84441.28,5
 Florida,Orlando,Information_Assurance_Analyst,75000.0,5
 Tennessee,Nashville,Information_Assurance_Engineer,77319.73,12
 Florida,Orlando,Information_Assurance_Engineer,71565.13,11
 California,San Diego,Information_Assurance_Engineer,80000.0,10
 Texas,Fort Worth,Information_Assurance_Engineer,92419.0,7
 Colorado,Colorado Springs,Information_Assurance_Engineer,83710.74,7
 District of Columbia,Washington,Information_Assurance_Engineer,121000.0,7
 Kentucky,Fort Knox,Information_Assurance_Engineer,65000.0,6
 Maryland,Annapolis,Information_Assurance_Engineer,78789.56,6
 Hawaii,Honolulu,Information_Assurance_Engineer,88500.0,6
 Virginia,Hampton,Information_Assurance_Engineer,105000.0,5
 Texas,San Antonio,Information_Assurance_Engineer,110011.21,5
 Maryland,Aberdeen Proving Ground,Information_Assurance_Engineer,74000.0,5
 Colorado,Denver,Information_Assurance_Engineer,100000.0,5
 Texas,Houston,Information_Assurance_Engineer,90000.0,5
 Texas,Dallas,Information_Assurance_Engineer,87250.0,4
 Virginia,Alexandria,Information_Assurance_Engineer,92271.39,3
 District of Columbia,Washington,Information_Assurance_Manager,117446.81,13
 Texas,San Antonio,Information_Assurance_Manager,86831.07,7
 Colorado,Colorado Springs,Information_Assurance_Manager,105000.0,5
 Alabama,Huntsville,Information_Assurance_Manager,87000.0,5
 Hawaii,Honolulu,Information_Assurance_Manager,78273.98,5
 Maryland,Baltimore,Information_Assurance_Manager,152131.15,5
 California,San Diego,Information_Assurance_Manager,81000.0,5
 California,San Diego,Information_Assurance_Officer,95500.0,5
 Colorado,Colorado Springs,Information_Assurance_Officer,78500.0,5
 Texas,Dallas,Information_Assurance_Officer,60004.0,5
 Texas,San Antonio,Information_Assurance_Officer,83006.81,5
 Illinois,Chicago,Information_Management_Specialist,51602.0,13
 Texas,Houston,Information_Management_Specialist,70318.27,10
 District of Columbia,Washington,Information_Management_Specialist,85000.0,6
 New York,New York,Information_Management_Specialist,48000.0,5
 Kentucky,Lexington,,,5
 Massachusetts,Boston,Information_Management_Specialist,51500.0,5
 Minnesota,Minneapolis,Information_Management_Specialist,67075.0,2
 New York,New York,Information_Security_Associate,99000.0,9
 Illinois,Chicago,Information_Security_Associate,85000.0,6
 California,Irvine,Information_Security_Associate,65734.74,6
 Texas,San Antonio,Information_Security_Associate,76000.0,5
 New Jersey,Bridgewater,Information_Security_Associate,46414.73,5
 Illinois,Chicago,Information_Security_Engineer,101606.38,37
 Colorado,Denver,Information_Security_Engineer,114330.58,34
 District of Columbia,Washington,Information_Security_Engineer,103249.57,32
 North Carolina,Charlotte,Information_Security_Engineer,115961.6,27
 Texas,Dallas,Information_Security_Engineer,109616.59,26
 Georgia,Atlanta,Information_Security_Engineer,96096.06,26
 Massachusetts,Boston,Information_Security_Engineer,86841.12,25
 Missouri,Kansas City,Information_Security_Engineer,80571.54,21
 Washington,Seattle,Information_Security_Engineer,116328.69,21
 California,Los Angeles,Information_Security_Engineer,129219.75,20
 Pennsylvania,Pittsburgh,Information_Security_Engineer,95630.21,19
 New York,New York,Information_Security_Engineer,127689.69,18
 Texas,Austin,Information_Security_Engineer,96400.0,18
 Texas,Houston,Information_Security_Engineer,100878.9,17
 Minnesota,Minneapolis,Information_Security_Engineer,92576.01,17
 Florida,Orlando,Information_Security_Engineer,86000.0,16
 California,San Diego,Information_Security_Engineer,110671.75,15
 Ohio,Cleveland,Information_Security_Engineer,80987.65,15
 Wisconsin,Milwaukee,Information_Security_Engineer,85000.0,14
 Missouri,St. Louis,Information_Security_Engineer,78358.38,13
 California,San Francisco,Information_Security_Engineer,150630.97,13
 Alabama,Huntsville,Information_Security_Engineer,72955.0,13
 Florida,Tampa,Information_Security_Engineer,99000.0,13
 Iowa,Des Moines,Information_Security_Engineer,98000.0,13
 Virginia,Manassas,Information_Security_Engineer,92865.2,12
 Arizona,Phoenix,Information_Security_Engineer,91000.0,11
 Texas,San Antonio,Information_Security_Engineer,102000.0,11
 Utah,Salt Lake City,Information_Security_Engineer,141161.74,10
 Virginia,Arlington,Information_Security_Engineer,100000.0,10
 Louisiana,Baton Rouge,Information_Security_Engineer,81059.8,10
 Arizona,Scottsdale,Information_Security_Engineer,109750.0,10
 California,Irvine,Information_Security_Engineer,119830.86,10
 Kansas,Overland Park,Information_Security_Engineer,85000.0,9
 Nebraska,Omaha,Information_Security_Engineer,92263.69,9
 Pennsylvania,Philadelphia,Information_Security_Engineer,79000.0,9
 South Carolina,Charleston,Information_Security_Engineer,108131.0,9
 Ohio,Columbus,Information_Security_Engineer,95000.0,8
 Oklahoma,Oklahoma City,Information_Security_Engineer,87491.2,8
 Maryland,Columbia,Information_Security_Engineer,107500.0,8
 Massachusetts,Worcester,Information_Security_Engineer,66113.51,8
 Florida,Miami,Information_Security_Engineer,99951.85,8
 Indiana,Indianapolis,Information_Security_Engineer,90259.47,7
 Arizona,Chandler,Information_Security_Engineer,90000.0,7
 California,Pleasanton,Information_Security_Engineer,139000.0,7
 California,Walnut Creek,Information_Security_Engineer,115332.45,7
 Maryland,Aberdeen,Information_Security_Engineer,110000.0,7
 New Hampshire,Manchester,Information_Security_Engineer,76675.5,7
 North Carolina,Raleigh,Information_Security_Engineer,74416.11,7
 Virginia,Chantilly,Information_Security_Engineer,94300.0,7
 Ohio,Cincinnati,Information_Security_Engineer,86000.0,6
 New York,Rochester,Information_Security_Engineer,81500.0,6
 New Jersey,Jersey City,Information_Security_Engineer,74345.32,6
 New York,Albany,Information_Security_Engineer,128733.79,6
 Maryland,Annapolis Junction,Information_Security_Engineer,71215.54,6
 Colorado,Colorado Springs,Information_Security_Engineer,95927.0,6
 California,Santa Clara,Information_Security_Engineer,107500.0,6
 California,Mountain View,Information_Security_Engineer,116000.0,6
 California,Foothill Ranch,Information_Security_Engineer,61904.2,6
 Iowa,West Des Moines,Information_Security_Engineer,92500.0,6
 Idaho,Boise,Information_Security_Engineer,113500.0,6
 Florida,Melbourne,Information_Security_Engineer,107500.0,6
 Georgia,Alpharetta,Information_Security_Engineer,65130.22,6
 Virginia,Richmond,Information_Security_Engineer,77500.0,6
 Washington,Bellevue,Information_Security_Engineer,130000.0,6
 Wisconsin,Green Bay,Information_Security_Engineer,82500.0,5
 Virginia,Vienna,Information_Security_Engineer,112000.0,5
 Virginia,McLean,Information_Security_Engineer,68800.0,5
 Virginia,Norfolk,Information_Security_Engineer,85000.0,5
 Florida,Jacksonville,Information_Security_Engineer,108631.66,5
 Delaware,Newark,Information_Security_Engineer,84000.0,5
 Indiana,Fort Wayne,Information_Security_Engineer,80000.0,5
